riesgo_laboral,EDAD,SEXO,NIVEL_EDUCATIVO,EXPERIENCIA_MESES,ESTRATO,ZONA,REGION,ESTADO_CIVIL,JEFATURA_HOGAR
0.0,27,1,8,12.0,3.0,1,76,2,1
1.0,28,1,10,,2.0,1,76,6,1
,25,2,4,,2.0,1,76,3,1
1.0,22,1,8,,1.0,1,81,6,8
,20,1,6,,1.0,1,81,6,3
1.0,20,2,5,3.0,1.0,1,81,4,1
0.0,28,1,6,12.0,2.0,1,85,6,3
1.0,23,1,6,11.0,2.0,1,85,6,3
,27,2,10,,2.0,1,85,2,3
1.0,28,1,10,,1.0,1,86,6,3
1.0,23,2,5,10.0,1.0,1,86,6,1
,15,2,4,,2.0,1,88,6,3
1.0,26,1,5,,2.0,1,88,2,2
,15,1,4,,2.0,1,88,6,3
,15,1,4,,2.0,1,88,6,3
,15,2,4,,2.0,1,88,6,3
,17,1,8,,2.0,1,88,6,3
1.0,24,1,5,,2.0,1,88,6,3
,16,2,5,,2.0,1,88,6,3
,17,2,5,,2.0,1,88,6,3
0.0,25,2,6,12.0,2.0,1,88,6,3
0.0,22,1,10,12.0,1.0,1,88,6,3
,15,1,4,,3.0,1,88,6,3
1.0,26,2,10,,3.0,1,88,6,3
,16,1,4,,2.0,1,88,6,8
0.0,22,1,5,12.0,1.0,1,88,2,1
0.0,23,2,5,12.0,1.0,1,88,2,2
1.0,22,2,9,,1.0,1,88,6,1
,25,2,10,,3.0,1,91,6,3
0.0,28,1,8,12.0,3.0,1,91,6,1
,18,2,4,,2.0,1,91,6,3
,23,2,6,,2.0,1,91,6,9
,15,2,4,,2.0,1,95,6,3
1.0,28,1,3,12.0,2.0,1,95,6,6
1.0,17,1,10,1.0,2.0,1,95,6,3
,16,1,5,,2.0,1,95,6,3
0.0,24,2,5,12.0,1.0,1,95,4,1
1.0,21,1,5,7.0,3.0,1,95,6,3
0.0,22,1,5,12.0,2.0,1,95,6,1
0.0,28,1,10,12.0,2.0,1,95,6,1
1.0,27,2,4,12.0,1.0,1,99,4,1
,16,2,5,,1.0,1,99,6,3
,15,1,4,,1.0,1,99,6,3
1.0,22,1,5,9.0,1.0,2,8,6,3
1.0,19,1,4,9.0,1.0,2,8,6,3
1.0,21,2,5,11.0,1.0,2,8,4,3
,16,1,5,1.0,1.0,1,8,6,3
,25,2,5,,1.0,1,8,2,3
,17,1,5,,1.0,1,8,6,3
,20,1,5,,2.0,1,8,6,8
0.0,21,2,9,12.0,2.0,1,8,6,3
,19,2,10,12.0,2.0,1,8,6,3
,19,2,10,,2.0,1,8,6,3
,21,2,5,,2.0,1,8,6,3
,28,2,3,12.0,1.0,1,8,2,2
,28,2,5,12.0,1.0,1,8,4,1
,17,2,5,,1.0,1,8,6,1
,16,2,6,,1.0,1,8,6,6
1.0,23,1,5,12.0,1.0,1,8,6,3
,23,2,5,12.0,1.0,2,8,4,9
1.0,20,1,5,1.0,1.0,2,8,6,8
0.0,24,1,6,1.0,1.0,2,8,6,8
1.0,28,1,6,12.0,1.0,2,8,2,3
,20,1,4,5.0,2.0,2,8,6,3
1.0,25,2,5,12.0,2.0,2,8,4,9
1.0,19,1,5,12.0,2.0,2,8,6,3
,16,2,5,,2.0,1,8,6,3
0.0,27,1,10,12.0,1.0,1,8,6,1
1.0,26,1,10,,2.0,1,8,2,1
0.0,28,2,10,9.0,2.0,1,8,2,2
0.0,27,2,8,12.0,1.0,1,8,2,2
,23,2,8,,1.0,1,8,4,1
1.0,25,1,5,12.0,1.0,1,8,6,3
1.0,27,1,5,12.0,1.0,1,8,2,2
,19,1,5,,1.0,1,8,6,3
1.0,23,2,5,12.0,1.0,1,8,6,3
,18,2,5,,1.0,1,8,6,3
,17,1,5,,2.0,1,8,6,8
1.0,22,2,10,,2.0,1,8,6,3
,23,2,5,,2.0,1,8,6,8
1.0,23,2,5,3.0,2.0,1,8,6,8
,16,2,5,,2.0,1,8,6,8
1.0,20,1,4,,1.0,2,8,2,8
,23,2,5,,1.0,2,8,2,13
,22,2,5,,1.0,2,8,1,1
1.0,27,1,3,12.0,1.0,2,8,1,2
,20,1,3,,1.0,2,8,6,3
,16,2,4,,1.0,2,8,6,3
1.0,18,1,1,12.0,1.0,2,8,6,3
,23,2,1,,1.0,2,8,4,3
,22,1,3,,1.0,2,8,6,8
,16,1,4,,1.0,2,8,6,3
,27,2,4,,1.0,2,8,2,7
1.0,17,1,4,12.0,1.0,2,8,1,3
,15,2,4,,1.0,2,8,1,7
1.0,22,2,5,12.0,1.0,1,8,2,3
1.0,28,1,5,12.0,1.0,1,8,2,7
,24,2,8,,2.0,1,8,6,3
1.0,19,1,1,12.0,1.0,2,8,6,1
,20,2,10,6.0,0.0,2,8,6,3
,15,1,4,,0.0,2,8,6,3
1.0,22,1,4,12.0,0.0,2,8,1,1
1.0,19,2,5,12.0,0.0,2,8,1,2
,20,2,9,,0.0,2,13,6,3
,16,1,4,,0.0,2,13,6,3
,15,2,4,,2.0,1,13,6,3
,28,1,9,12.0,1.0,1,13,6,3
,28,2,5,,1.0,1,13,2,1
,21,2,9,,2.0,1,13,6,3
,18,2,5,,2.0,1,13,6,3
,16,2,5,,2.0,1,13,6,3
,18,1,5,12.0,1.0,2,44,6,3
1.0,17,1,4,12.0,1.0,2,44,6,3
,26,2,4,,0.0,1,44,2,2
1.0,23,2,5,12.0,0.0,1,44,3,2
1.0,18,1,4,12.0,0.0,1,44,1,1
,16,2,4,,0.0,1,44,1,2
0.0,25,2,8,6.0,0.0,1,44,6,8
,16,2,5,,0.0,1,44,6,3
,24,2,3,1.0,2.0,1,44,2,13
0.0,27,2,10,10.0,2.0,1,44,1,1
0.0,28,1,11,9.0,2.0,1,44,1,2
1.0,21,1,5,12.0,2.0,1,44,6,1
,24,1,8,12.0,2.0,1,44,3,1
,24,2,5,,2.0,1,44,3,2
,16,1,4,,0.0,1,44,6,9
,25,2,4,,1.0,1,44,2,2
,18,1,3,12.0,0.0,1,44,6,3
,15,1,4,,0.0,1,44,6,3
,21,1,8,12.0,1.0,2,44,6,3
,17,1,5,,1.0,2,44,6,3
1.0,22,1,5,12.0,1.0,2,44,2,1
,22,2,5,,1.0,2,44,2,2
1.0,18,1,5,6.0,1.0,2,44,6,3
,17,1,5,,0.0,2,44,6,3
1.0,24,1,5,12.0,0.0,2,44,1,2
0.0,23,1,8,12.0,1.0,1,44,2,1
,24,2,10,,1.0,1,44,2,2
,28,2,8,12.0,1.0,1,44,2,1
,24,2,5,,1.0,1,44,2,1
,27,1,8,12.0,0.0,1,44,4,1
,17,2,5,,1.0,1,44,6,3
1.0,24,2,5,6.0,1.0,1,44,6,6
,21,2,5,7.0,1.0,1,44,6,3
1.0,27,1,4,12.0,1.0,1,44,2,1
,24,2,8,,1.0,1,44,2,2
1.0,24,2,8,,0.0,1,44,2,1
1.0,28,1,4,12.0,0.0,1,44,4,1
1.0,20,1,5,12.0,0.0,1,44,6,3
1.0,27,2,5,,1.0,2,47,5,1
1.0,21,2,5,,1.0,2,47,6,3
1.0,17,1,3,2.0,1.0,2,47,6,3
1.0,25,1,5,12.0,0.0,2,47,2,1
,20,2,5,,0.0,2,47,2,2
1.0,21,1,5,12.0,1.0,2,47,6,3
0.0,23,1,5,4.0,1.0,2,47,2,3
,17,2,5,,1.0,2,47,6,3
,21,2,4,,1.0,2,47,6,1
,15,1,4,,1.0,2,47,6,3
,22,1,5,12.0,1.0,2,47,6,3
0.0,19,1,5,2.0,1.0,2,47,6,3
,27,2,5,1.0,1.0,2,47,4,1
1.0,27,2,3,3.0,1.0,2,47,2,2
0.0,24,1,3,12.0,1.0,2,47,2,1
,20,2,5,,1.0,2,47,2,2
,26,2,5,,2.0,1,47,1,7
0.0,28,1,10,12.0,2.0,1,47,6,3
,24,2,5,12.0,1.0,1,47,4,1
,18,2,5,10.0,1.0,1,47,6,3
,15,2,4,,1.0,1,47,6,3
,17,2,3,,1.0,1,47,6,8
1.0,25,1,10,,2.0,1,47,6,3
0.0,28,1,4,12.0,1.0,2,47,6,3
0.0,23,1,4,12.0,1.0,2,47,2,1
1.0,20,1,3,12.0,1.0,2,47,1,1
,17,2,4,,1.0,2,47,1,2
0.0,22,2,10,6.0,1.0,2,47,6,3
,18,1,4,4.0,1.0,2,47,6,3
,15,1,4,,1.0,2,47,6,3
1.0,25,2,5,1.0,1.0,2,47,3,1
1.0,22,2,4,12.0,1.0,1,47,4,1
,23,2,5,,1.0,1,47,2,2
,18,1,10,,1.0,1,47,6,3
,16,1,5,,1.0,1,47,6,3
1.0,23,1,4,12.0,1.0,1,47,4,3
1.0,24,1,4,12.0,1.0,1,47,6,3
,19,1,4,,1.0,1,47,6,3
,18,1,5,,1.0,1,47,6,3
,16,1,5,,1.0,1,47,6,3
,27,1,10,,1.0,1,47,6,3
,19,1,10,,1.0,1,47,6,3
1.0,26,2,4,12.0,1.0,1,47,3,2
1.0,18,1,4,5.0,1.0,1,47,6,3
,15,2,10,,1.0,1,47,6,3
,16,2,4,,1.0,1,47,6,8
,15,2,4,,1.0,1,47,6,8
,15,1,4,12.0,1.0,1,47,6,8
0.0,27,2,8,12.0,1.0,2,47,6,1
,26,2,5,,1.0,1,47,3,2
1.0,20,2,5,7.0,1.0,1,47,6,3
,18,2,10,,1.0,1,47,6,3
1.0,23,2,5,,1.0,1,47,4,3
1.0,22,1,4,12.0,1.0,1,47,6,3
,20,2,5,3.0,1.0,1,47,6,3
,16,2,5,,1.0,1,47,6,3
,17,2,10,,1.0,1,47,6,3
,17,2,3,1.0,1.0,2,47,6,3
1.0,16,2,3,,1.0,2,47,6,3
,17,1,4,,1.0,1,47,5,3
,16,2,4,,1.0,1,47,4,3
1.0,28,1,5,5.0,1.0,2,47,2,2
,17,1,4,,1.0,2,47,6,3
,25,2,10,12.0,1.0,2,47,2,2
,19,1,5,,1.0,2,47,6,8
1.0,26,1,5,12.0,1.0,2,47,2,1
1.0,25,2,8,1.0,1.0,2,47,2,2
1.0,24,1,5,12.0,1.0,2,47,2,2
,27,1,5,,1.0,2,47,4,3
1.0,21,1,5,,1.0,2,47,4,3
1.0,19,1,4,12.0,9.0,2,47,6,1
1.0,22,2,9,12.0,1.0,2,47,6,3
,22,1,10,,1.0,2,47,6,8
1.0,23,1,8,9.0,2.0,1,47,6,6
,16,1,5,,2.0,1,47,6,8
,23,2,4,12.0,1.0,1,47,2,2
1.0,24,1,8,12.0,1.0,1,47,6,1
,16,1,5,,1.0,2,47,6,3
,15,2,4,,1.0,2,47,6,3
,24,2,10,,1.0,2,47,6,3
,21,2,10,,1.0,2,47,6,3
1.0,20,1,5,,1.0,2,47,6,3
,16,1,5,,1.0,2,47,6,3
1.0,18,1,10,11.0,1.0,2,47,6,3
,15,2,5,,1.0,2,47,6,3
1.0,23,1,5,12.0,1.0,1,47,3,3
,25,2,8,,1.0,1,47,3,7
1.0,22,1,5,,1.0,1,47,6,3
,17,1,5,,1.0,1,47,6,3
1.0,28,2,8,3.0,1.0,1,47,4,3
,27,2,10,12.0,1.0,1,47,4,3
1.0,25,1,5,12.0,1.0,1,47,3,1
,20,2,5,12.0,1.0,1,47,3,2
1.0,27,1,5,12.0,1.0,1,47,4,3
,25,2,5,,1.0,1,47,2,2
1.0,25,2,8,6.0,1.0,1,47,4,1
,15,1,4,,1.0,1,47,6,3
,15,2,4,,1.0,1,47,6,3
,18,1,5,,1.0,1,47,6,3
,15,1,4,,1.0,1,47,6,3
,27,2,5,,1.0,1,47,2,13
1.0,21,1,4,12.0,1.0,1,47,2,1
,18,2,4,,1.0,1,47,2,2
1.0,28,2,5,9.0,1.0,1,47,4,1
,16,2,5,,1.0,1,47,6,3
,19,2,1,,1.0,1,47,6,3
1.0,28,1,5,12.0,1.0,1,47,2,1
,21,1,8,,1.0,1,47,6,3
1.0,27,1,5,10.0,1.0,1,47,4,3
1.0,24,1,5,12.0,1.0,1,47,6,3
,20,1,10,,1.0,1,47,6,3
1.0,17,2,5,1.0,1.0,1,47,6,3
1.0,28,2,5,12.0,2.0,1,47,4,3
,19,1,10,,2.0,1,47,6,3
,15,1,4,,2.0,1,47,6,3
,22,1,10,,2.0,1,47,6,3
,17,1,4,6.0,2.0,1,47,6,9
,28,2,9,,2.0,1,47,3,1
,17,2,1,,1.0,2,47,2,2
,20,1,8,12.0,1.0,2,47,6,3
,16,2,5,,1.0,2,47,6,3
,15,2,5,,1.0,2,47,6,3
1.0,28,1,5,12.0,2.0,2,25,6,3
,28,2,9,12.0,2.0,2,25,1,1
0.0,27,1,5,12.0,2.0,2,25,1,2
,17,2,5,,3.0,1,25,6,3
1.0,28,2,5,,2.0,2,25,6,3
,17,1,4,,2.0,2,25,6,13
,25,2,10,,3.0,1,25,6,3
,19,1,10,,3.0,1,25,6,3
1.0,19,1,5,,3.0,1,25,6,3
,16,2,5,,1.0,2,11,6,3
1.0,19,1,5,12.0,1.0,2,11,6,3
,17,2,5,1.0,1.0,2,11,6,3
,16,2,5,,1.0,2,11,6,8
0.0,25,2,10,11.0,2.0,1,25,6,9
,18,2,10,,2.0,1,25,6,3
,24,2,5,,2.0,1,25,6,3
0.0,21,1,5,12.0,2.0,1,25,6,3
1.0,28,1,4,12.0,2.0,2,25,3,1
,21,2,4,,2.0,2,25,3,2
1.0,28,1,4,12.0,2.0,2,25,6,3
,16,1,4,,2.0,1,25,6,3
,16,1,4,,2.0,1,25,6,3
,16,2,4,,2.0,2,25,6,3
,27,1,5,,2.0,2,25,6,3
,15,2,5,,2.0,2,25,6,3
1.0,25,1,3,12.0,1.0,1,18,2,1
,25,2,4,,1.0,1,18,2,2
,21,2,10,,1.0,1,18,6,1
1.0,20,1,5,5.0,1.0,1,18,6,1
1.0,28,1,3,5.0,1.0,1,18,2,1
,18,1,10,,1.0,1,18,6,1
,24,2,5,,1.0,1,18,6,1
,19,2,10,,1.0,1,18,6,3
1.0,27,1,9,1.0,2.0,1,18,6,3
,15,1,4,,2.0,1,18,6,3
,28,2,3,,2.0,1,18,4,1
1.0,21,1,3,1.0,2.0,1,18,6,1
,18,2,10,,1.0,1,18,2,1
1.0,18,1,5,12.0,1.0,1,18,2,2
,17,1,5,,1.0,1,18,6,3
1.0,25,1,5,1.0,1.0,1,18,6,1
,17,1,5,,1.0,2,18,6,3
,24,2,3,,1.0,2,18,2,1
,17,1,10,,1.0,2,18,6,3
1.0,25,1,3,12.0,1.0,2,18,6,3
,16,2,5,,1.0,2,18,6,3
1.0,26,1,5,12.0,1.0,2,18,6,1
,16,1,3,,1.0,2,18,6,3
,15,1,3,,1.0,2,18,6,3
1.0,28,1,9,12.0,1.0,2,18,2,1
,26,2,3,,1.0,2,18,2,2
,15,1,3,,1.0,2,18,6,3
,21,2,5,,1.0,1,18,6,1
,15,1,3,,1.0,1,18,6,8
,28,1,1,,1.0,1,18,6,3
,28,2,5,,1.0,1,18,4,1
,28,2,5,,1.0,1,18,4,1
,22,2,5,,1.0,1,18,6,3
,16,2,5,,1.0,1,18,6,3
1.0,21,1,4,12.0,1.0,1,18,6,1
,28,2,3,,1.0,1,18,2,1
,15,1,4,,1.0,1,18,6,3
,21,2,10,,2.0,1,18,6,1
1.0,24,2,4,1.0,1.0,1,18,2,2
,28,2,5,,1.0,1,18,2,2
,21,2,4,,1.0,1,18,1,1
1.0,27,1,4,12.0,1.0,1,18,1,2
,25,2,5,,1.0,1,18,2,2
,26,2,5,,1.0,1,18,2,1
1.0,27,1,5,12.0,1.0,1,18,2,2
1.0,20,1,10,,2.0,1,18,6,3
0.0,28,2,8,12.0,1.0,1,41,6,1
,17,2,5,,1.0,1,41,6,3
,22,2,1,,1.0,1,41,6,3
,17,2,5,,1.0,1,41,6,3
0.0,21,1,10,10.0,2.0,1,41,6,3
,19,2,10,,2.0,1,41,6,3
0.0,22,1,5,12.0,2.0,1,41,6,8
0.0,20,1,5,2.0,2.0,1,41,2,1
,18,2,4,,2.0,1,41,2,2
,22,2,1,,2.0,1,41,6,3
1.0,27,2,5,,2.0,1,41,6,1
,16,2,5,,2.0,1,41,6,3
,26,2,5,12.0,2.0,1,41,4,1
1.0,28,1,3,12.0,2.0,1,41,6,3
1.0,26,1,3,12.0,2.0,1,41,6,3
,20,1,5,,1.0,2,41,6,3
,17,2,5,,1.0,2,41,6,3
1.0,24,2,8,,2.0,2,41,2,2
,22,2,5,,2.0,2,41,6,3
,20,2,8,,2.0,2,41,6,3
,15,1,4,,2.0,2,41,6,3
,19,2,5,,2.0,2,41,2,2
1.0,18,2,5,,2.0,2,41,6,3
1.0,22,2,5,12.0,2.0,1,41,2,2
,16,2,5,,2.0,1,41,6,3
1.0,28,2,5,12.0,2.0,1,41,6,1
1.0,28,2,5,12.0,2.0,1,41,4,1
,15,2,5,,2.0,1,41,6,3
,16,2,5,,2.0,1,41,6,1
1.0,19,2,5,12.0,2.0,1,41,6,3
1.0,28,1,5,12.0,2.0,1,41,2,1
1.0,25,2,5,12.0,2.0,1,41,2,2
1.0,20,1,3,10.0,2.0,1,41,6,1
,17,1,4,,2.0,1,41,6,3
,19,1,10,,2.0,1,41,6,3
,19,1,10,,1.0,2,41,6,3
1.0,18,2,5,12.0,1.0,2,41,6,1
1.0,24,1,5,12.0,1.0,2,41,6,6
,16,2,5,,1.0,2,41,6,3
,23,2,4,,1.0,2,41,2,1
1.0,26,1,4,12.0,1.0,2,41,2,2
,22,2,3,,1.0,2,41,2,1
1.0,24,1,3,1.0,1.0,2,41,2,2
,17,2,3,,1.0,2,41,2,1
1.0,23,1,4,12.0,1.0,2,41,2,2
0.0,19,1,8,12.0,2.0,2,15,6,3
1.0,26,1,5,12.0,1.0,1,68,2,2
1.0,18,2,5,12.0,1.0,2,68,6,3
,15,2,4,,1.0,2,68,6,9
,26,2,5,,1.0,2,68,4,3
0.0,24,2,5,12.0,1.0,2,68,2,2
,15,2,5,12.0,1.0,2,68,6,3
1.0,25,2,10,,1.0,2,68,6,3
0.0,25,2,5,4.0,2.0,1,54,1,2
0.0,24,2,10,12.0,2.0,1,54,3,3
1.0,26,1,10,12.0,2.0,1,54,3,7
,19,2,10,,1.0,1,54,6,3
,16,2,5,,1.0,1,54,6,3
,21,2,10,,1.0,1,54,1,3
1.0,20,1,5,,1.0,1,54,1,7
,15,1,5,,1.0,1,54,6,9
0.0,27,2,5,12.0,1.0,1,54,4,3
,28,2,8,,1.0,1,54,4,3
0.0,23,1,10,12.0,4.0,1,54,6,9
,28,2,5,,0.0,2,54,2,2
,16,1,5,,2.0,2,54,6,3
,15,2,4,,2.0,2,54,6,3
,15,1,4,,2.0,2,54,6,9
,15,2,5,,2.0,1,54,6,8
1.0,20,1,8,,2.0,1,54,6,3
1.0,26,2,10,,2.0,1,54,4,3
,27,2,5,,2.0,1,54,2,1
,19,1,5,,2.0,1,54,6,3
,28,2,6,,2.0,1,54,2,2
0.0,26,2,5,10.0,2.0,1,54,6,1
,16,2,5,,2.0,1,54,6,3
1.0,26,1,4,12.0,2.0,1,54,2,3
,18,2,4,,2.0,1,54,2,7
1.0,20,2,6,12.0,2.0,1,54,4,3
0.0,21,1,6,12.0,0.0,2,54,6,3
1.0,28,2,10,,2.0,2,54,6,8
,28,2,4,,2.0,2,54,2,2
,16,2,5,,2.0,2,54,6,3
,15,1,5,,2.0,2,54,6,3
,16,1,4,,2.0,2,54,6,3
,18,1,5,12.0,2.0,2,54,6,3
,15,1,5,,2.0,2,54,6,3
,15,1,5,,2.0,2,54,6,3
,17,2,5,,2.0,2,54,6,3
0.0,27,1,6,12.0,2.0,2,54,3,1
,26,2,5,,2.0,2,54,3,2
,28,2,5,12.0,2.0,2,54,6,3
,16,1,6,,2.0,2,76,6,3
1.0,23,2,5,12.0,2.0,1,76,6,3
0.0,26,1,5,12.0,2.0,1,76,1,1
0.0,25,2,10,12.0,2.0,1,76,1,2
,16,2,6,,2.0,1,76,6,8
,16,2,5,,2.0,2,76,6,3
,21,2,6,,1.0,2,76,4,6
,27,2,1,,1.0,2,76,4,13
,17,2,6,,1.0,1,76,6,3
,19,1,10,,2.0,1,76,6,3
0.0,27,2,8,4.0,2.0,1,76,2,2
,22,2,5,,1.0,2,76,6,3
0.0,20,1,5,6.0,1.0,2,76,6,3
,15,2,5,,1.0,2,76,6,3
,18,2,10,,2.0,2,76,6,3
0.0,26,1,10,12.0,4.0,1,76,6,1
0.0,25,2,10,12.0,4.0,1,76,6,1
1.0,21,1,10,12.0,4.0,1,76,6,1
,17,2,5,,4.0,1,76,6,6
1.0,23,2,10,,2.0,1,76,6,3
,22,1,6,,1.0,2,76,6,3
1.0,21,1,8,12.0,1.0,2,76,6,1
,16,1,5,,1.0,2,76,6,3
1.0,21,2,8,,1.0,2,76,6,3
,17,1,5,,1.0,2,76,6,3
1.0,28,2,10,,1.0,2,76,4,3
,17,2,5,12.0,1.0,2,76,1,2
1.0,18,2,3,,9.0,2,76,6,3
1.0,16,1,3,4.0,9.0,2,76,6,3
1.0,28,1,4,12.0,9.0,2,76,2,3
,23,2,5,,9.0,2,76,2,7
,23,2,3,,9.0,2,76,2,2
1.0,25,1,3,12.0,9.0,2,76,6,3
1.0,20,1,3,12.0,9.0,2,76,6,3
,19,2,3,,9.0,2,76,6,3
1.0,16,2,4,3.0,9.0,2,76,6,3
1.0,22,2,4,4.0,9.0,2,76,4,3
1.0,19,1,5,12.0,9.0,2,76,6,3
1.0,25,1,4,12.0,9.0,2,76,6,3
1.0,22,1,6,8.0,9.0,2,76,6,3
1.0,18,1,4,6.0,9.0,2,76,6,3
,20,2,3,,9.0,2,76,2,3
1.0,27,2,5,12.0,9.0,2,76,1,1
1.0,19,1,3,12.0,9.0,2,76,6,3
,15,2,4,,9.0,2,76,6,3
1.0,21,1,3,,9.0,2,76,6,3
,19,2,5,,9.0,2,76,6,3
,17,2,3,,9.0,2,76,6,3
0.0,26,1,6,12.0,2.0,2,76,6,3
1.0,21,2,5,12.0,3.0,1,17,2,3
1.0,23,1,5,12.0,3.0,1,17,2,7
,15,1,5,,3.0,1,17,6,8
,22,1,5,,3.0,1,17,6,3
1.0,21,2,8,1.0,3.0,1,17,6,3
1.0,25,2,5,,2.0,2,17,6,3
,15,2,4,,2.0,2,17,6,3
,17,2,4,,3.0,1,17,6,3
0.0,24,2,8,12.0,2.0,1,17,6,3
,21,1,10,,2.0,1,17,6,3
,23,2,4,,2.0,1,17,2,2
,16,1,3,,2.0,1,17,6,3
,22,2,4,,2.0,1,17,6,3
,28,2,4,,2.0,1,17,2,2
1.0,27,2,3,12.0,3.0,1,17,6,1
0.0,24,1,10,12.0,3.0,1,17,6,1
1.0,23,1,8,,3.0,1,17,6,3
,15,2,4,,2.0,2,17,6,3
,22,1,1,,2.0,2,17,6,8
,19,2,10,,2.0,2,17,6,3
,19,1,10,,1.0,2,17,6,1
,15,2,5,,2.0,2,17,6,3
1.0,19,2,6,12.0,2.0,2,17,6,3
,20,2,5,,2.0,2,17,2,3
1.0,24,1,3,12.0,2.0,2,17,6,1
,15,2,4,,2.0,2,17,6,3
,16,2,5,,2.0,2,17,6,3
,27,2,3,,2.0,2,17,2,2
,16,2,3,,1.0,2,17,6,8
,17,2,5,,1.0,2,17,6,3
0.0,28,1,3,12.0,1.0,2,17,1,2
1.0,20,1,5,6.0,1.0,2,17,6,9
,22,2,4,,1.0,2,17,2,1
0.0,27,1,4,12.0,1.0,2,17,2,2
0.0,21,1,4,12.0,1.0,2,17,6,3
,16,1,4,,1.0,2,17,6,3
,16,2,5,,1.0,2,17,6,3
0.0,25,2,9,12.0,1.0,2,17,6,3
0.0,23,2,9,12.0,1.0,2,17,6,3
0.0,21,1,10,12.0,1.0,2,17,6,3
1.0,22,2,5,,2.0,2,63,2,1
,23,1,4,12.0,2.0,2,63,6,8
,17,1,5,,2.0,2,63,6,3
,16,1,5,,2.0,2,63,6,3
,21,2,5,,2.0,2,63,2,2
0.0,23,1,5,12.0,2.0,2,63,6,3
,15,1,5,,2.0,2,63,6,3
,15,2,5,,2.0,2,63,6,3
1.0,25,1,3,12.0,1.0,1,63,6,1
,15,2,5,,2.0,2,63,6,3
1.0,26,2,5,12.0,1.0,1,63,4,1
1.0,25,1,5,,1.0,1,63,6,3
0.0,28,1,5,12.0,1.0,1,63,2,1
,16,1,5,,2.0,1,63,6,3
,19,1,10,,2.0,1,63,6,3
,16,2,5,,2.0,1,63,6,3
,23,2,10,,2.0,1,63,6,3
,25,1,3,,2.0,2,63,2,2
0.0,19,2,5,12.0,2.0,2,63,6,9
,17,2,10,,2.0,2,63,6,3
1.0,26,2,10,,1.0,2,63,6,3
,20,1,10,,1.0,2,63,6,3
,20,2,10,,1.0,2,63,6,3
1.0,27,1,5,12.0,1.0,1,73,6,1
1.0,19,1,8,,1.0,1,73,6,6
0.0,28,1,10,11.0,2.0,1,73,6,3
0.0,28,2,11,11.0,2.0,1,73,6,3
0.0,23,1,10,11.0,2.0,1,73,6,3
0.0,25,2,5,12.0,2.0,1,73,6,1
0.0,28,2,5,12.0,2.0,1,73,2,2
0.0,22,1,5,12.0,2.0,1,73,6,1
1.0,24,1,5,6.0,1.0,2,73,1,1
,23,2,3,,1.0,2,73,1,2
0.0,26,2,10,12.0,2.0,1,73,2,2
1.0,17,2,5,12.0,2.0,2,73,6,3
1.0,22,1,5,12.0,2.0,2,73,6,3
,18,1,5,,2.0,2,73,6,3
1.0,28,1,6,12.0,2.0,2,73,6,3
,18,2,4,,2.0,2,73,1,3
1.0,19,1,4,12.0,2.0,2,73,1,7
,26,2,5,,2.0,2,73,2,2
,22,1,1,,1.0,2,73,6,3
1.0,23,1,3,12.0,2.0,2,73,6,3
,20,2,10,,2.0,2,73,6,3
1.0,26,2,5,12.0,2.0,2,73,6,3
1.0,27,1,5,12.0,1.0,2,73,2,1
,27,2,5,,1.0,2,73,2,2
1.0,26,1,5,12.0,1.0,2,73,2,1
1.0,24,2,5,12.0,1.0,2,73,2,2
0.0,22,1,5,6.0,2.0,2,73,6,3
1.0,23,1,3,12.0,2.0,1,73,6,3
,25,2,4,,2.0,1,73,1,3
1.0,21,1,3,12.0,2.0,1,73,1,7
1.0,20,1,4,12.0,2.0,1,73,1,7
,28,2,6,,2.0,1,73,3,3
,26,1,6,12.0,2.0,1,73,3,7
,17,2,8,,1.0,2,73,6,3
1.0,26,1,6,,,2,73,6,3
,15,2,4,,1.0,2,73,6,3
1.0,20,1,4,12.0,2.0,2,73,2,3
,17,1,4,,1.0,2,73,6,3
1.0,24,2,8,6.0,1.0,2,73,6,3
1.0,17,1,4,12.0,2.0,2,73,6,3
,15,1,4,,2.0,1,73,6,3
1.0,20,1,4,9.0,1.0,2,73,6,3
,22,2,10,,1.0,2,73,6,3
1.0,25,1,6,10.0,2.0,2,73,6,3
1.0,24,1,6,10.0,2.0,2,73,6,3
1.0,20,2,6,3.0,2.0,2,73,6,9
,26,2,5,,2.0,2,73,6,3
1.0,22,1,5,12.0,1.0,2,73,6,12
0.0,25,2,10,8.0,2.0,2,66,3,1
0.0,21,2,8,12.0,1.0,2,66,6,1
0.0,19,1,8,12.0,1.0,2,66,6,6
,22,2,10,6.0,2.0,1,66,6,3
,18,1,5,,2.0,1,66,6,3
1.0,18,2,6,,1.0,2,66,6,9
0.0,18,2,5,12.0,1.0,2,66,6,1
0.0,23,1,5,12.0,2.0,2,66,6,1
,21,1,10,,2.0,2,66,6,3
,16,1,5,,2.0,2,66,6,3
,24,2,4,,2.0,2,66,4,1
,15,1,4,,2.0,2,66,6,3
1.0,19,1,4,12.0,2.0,2,66,6,3
1.0,21,2,5,12.0,2.0,2,66,6,3
1.0,23,1,5,12.0,1.0,2,66,6,3
1.0,26,2,5,,2.0,2,66,2,1
1.0,27,1,5,12.0,2.0,2,66,2,2
1.0,22,1,8,12.0,2.0,2,66,1,6
